GIS_ID,DESCRIPTION,ASSET_CLASS,ASSET_TYPE,MODEL_NO,MODEL_DESCR,DIVISION,COMPANY,LOCATION_DESC,CONDITION_RATING,EVALUATION_DATE,EASTING,NORTHING,UploadDate,CoordinateLocation
1080772,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-001,Bollard - Aluminium Bollard,Infrastructure and Assets,City of Melbourne,"Milton House approximately 44m South of Secure Parking Management No. 2 Pty Ltd, Bmt, Gnd & Lvl 1-3, 12-20 Flinders Lane, Melbourne, 3000",1.0,2021-04-30,321621.68,5812794.43,2021-08-14,"-37.81483600340666, 144.97348540830657"
1080820,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-001,Bollard - Aluminium Bollard,Infrastructure and Assets,City of Melbourne,"La Trobe Street between William Street and King Street approximately 71m West of Antenna, 289 William Street, Melbourne, 3000",4.0,2019-01-17,320053.27,5813068.01,2021-08-14,"-37.812063915385224, 144.95574542169405"
1080850,Bollard - Bluestone Pillar Bollard,Outdoor Furniture,Bollard,200401-007,Bollard - Bluestone Pillar Bollard,Infrastructure and Assets,City of Melbourne,"McInerney Lane from Capel Street approximately 3m North of 206 Capel Street, North Melbourne, 3051",3.12,2021-04-30,320042.5,5814108.08,2021-08-14,"-37.80269341951944, 144.95588150852512"
1081409,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Murphy Street between Flemington Road and Errol Street approximately 6m South of Apartments On Flemington, Unit 1-18, 9 Murphy Street, North Melbourne, 3051",3.13,2021-04-30,319647.98,5814660.53,2021-08-14,"-37.79763943589113, 144.95154031284628"
1084709,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"Council Reserve approximately 14m SE of 64 Newman Street, Kensington, 3031",1.01,2021-04-30,316940.1,5814859.16,2021-08-14,"-37.795311637087245, 144.92085252407762"
1618852,Bollard - Timber Bollard - Maribyrnong River Reserve Land,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,,4.0,2019-09-23,318269.7,5813098.97,2021-08-14,"-37.81143174743896, 144.93550327110978"
1083944,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"The Crescent between Mercantile Parade and Gatehouse Drive approximately 9m West of 68 The Crescent, Kensington, 3031",2.8,2021-04-30,316796.0,5814901.11,2021-08-14,"-37.79490489378474, 144.9192274667595"
1081443,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Cl1454 from Punt Road approximately 28m SE of 38 Webb Lane, East Melbourne, 3002",3.06,2021-04-30,323038.41,5812357.09,2021-08-14,"-37.8190511461451, 144.9894645218022"
1081452,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Adderley Street between Hawke Street and Abbotsford Street approximately 12m SW of 88 Hawke Street, West Melbourne, 3003",3.14,2021-04-30,319121.21,5813452.9,2021-08-14,"-37.808412869899314, 144.94525926615015"
1081460,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Adderley Street between La Trobe Street and Jeffcott Street approximately 22m NE of Rail Infrastructure, 1 Adderley Street, Docklands, 3008",2.93,2021-04-30,319568.44,5812925.39,2021-08-14,"-37.813252857490596, 144.95020529566014"
1081492,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Hardware Street between Lonsdale Street and Little Lonsdale Street approximately 4m SE of 119 Hardware Street, Melbourne, 3000",3.16,2021-04-30,320473.61,5813072.7,2021-08-14,"-37.81210442761349, 144.9605190027709"
1081533,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Wills Tower & Wills Court approximately 59m NE of 15 Singers Lane, Melbourne, 3000",2.87,2021-04-30,320184.42,5813214.57,2021-08-14,"-37.810769625741344, 144.9572708445691"
1081536,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Wills Tower & Wills Court approximately 46m SE of City Mart Australia, 222 A'Beckett Street, Melbourne, 3000",2.87,2021-04-30,320177.41,5813230.77,2021-08-14,"-37.8106223243821, 144.95719527846148"
1081543,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Intersection of Alexandra Avenue and Anderson Street approximately 97m NW of 11 Alexandra Avenue, South Yarra, 3141",3.05,2021-04-30,322664.85,5811334.94,2021-08-14,"-37.82818574129515, 144.98497234075842"
1081605,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Adderley Street and Spencer Street approximately 33m SW of Melbourne Assessment Prison, 317 Spencer Street, West Melbourne, 3003",3.09,2021-04-30,319628.95,5812929.71,2021-08-14,"-37.81322590332723, 144.95089339201408"
1081623,Bollard - Cast Iron Bollard,Outdoor Furniture,Bollard,200401-016,Bollard - Cast Iron Bollard,Infrastructure and Assets,City of Melbourne,"Murphy Street between Flemington Road and Errol Street approximately 14m SE of Apartments On Flemington, Unit 1-18, 9 Murphy Street, North Melbourne, 3051",3.13,2021-04-30,319654.37,5814654.68,2021-08-14,"-37.797693391096054, 144.95161139296354"
1111244,Bollard - Wooden Removable Style,Outdoor Furniture,Bollard,200401-000,Bollard - Unknown Type,Parks and City Greening,City of Melbourne,Royal Park,3.0,2019-09-09,319669.4,5815869.07,2021-08-14,"-37.78675780586965, 144.95208407328442"
1451089,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Clarendon Street and Eades Street approximately 52m East of 1 Eades Street, East Melbourne, 3002",2.96,2021-04-30,322303.46,5813337.19,2021-08-14,"-37.81008002456165, 144.98135969429583"
1451093,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Clarendon Street and Eades Street approximately 55m West of College House, 250-260 Albert Street, East Melbourne, 3002",1.0,2021-04-30,322355.2,5813330.52,2021-08-14,"-37.81015017406948, 144.98194549197765"
1451094,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Clarendon Street and Eades Street approximately 43m West of College House, 250-260 Albert Street, East Melbourne, 3002",2.96,2021-04-30,322367.12,5813329.09,2021-08-14,"-37.8101653742108, 144.98208047594994"
1451096,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Clarendon Street and Eades Street approximately 12m West of College House, 250-260 Albert Street, East Melbourne, 3002",2.96,2021-04-30,322398.04,5813326.31,2021-08-14,"-37.81019643073592, 144.9824308471051"
1451124,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Simpson Street and Powlett Street approximately 31m East of 128 Albert Street, East Melbourne, 3002",2.96,2021-04-30,322824.37,5813275.54,2021-08-14,"-37.81073658256848, 144.98725881367096"
1451139,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Hoddle Street and Simpson Street approximately 6m South of Josephine Terrace, 36 Albert Street, East Melbourne, 3002",1.96,2021-04-30,323061.17,5813247.01,2021-08-14,"-37.81103949498428, 144.98994040458055"
1451143,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Intersection of Albert Street and Morrison Place approximately 28m South of 2 Morrison Place, East Melbourne, 3002",3.15,2021-04-30,321887.79,5813365.26,2021-08-14,"-37.80974618441033, 144.9766472702554"
1451144,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Morrison Place and Lansdowne Street approximately 30m South of 2 Morrison Place, East Melbourne, 3002",3.15,2021-04-30,321898.8,5813364.05,2021-08-14,"-37.80975923139567, 144.97677197455667"
1361402,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Bendall Street between Epsom Road and Bluestone Street approximately 4m SE of 16 Bendall Street, Kensington, 3031",2.87,2021-04-30,317211.53,5815556.59,2021-08-14,"-37.789084038459784, 144.9241093379609"
1459081,Bollard - Round High Visibility Bollard,Outdoor Furniture,Bollard,200401-107,Bollard - Round High Visibility Bollard,Infrastructure and Assets,City of Melbourne,"Abbotsford Street between Baillie Street and Arden Street approximately 12m East of 265 Abbotsford Street, North Melbourne, 3051",1.09,2021-04-30,319148.28,5814266.83,2021-08-14,"-37.80108684585785, 144.9457697612307"
1361482,Bollard - Fire Hydrant Protector/Marker,Outdoor Furniture,Bollard,200401-082,Bollard - Fire Hydrant Protector/Marker,Infrastructure and Assets,City of Melbourne,"Cade Way between Garrard Street and Garrard Street approximately 39m NW of Manchester Lane Reserve, 1 Manchester Lane, Parkville, 3052",1.82,2021-04-30,318436.88,5816910.41,2021-08-14,"-37.77713398486173, 144.93835597527112"
1459110,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Wellington Parade between Powlett Street and Clarendon Street approximately 18m West of My Sushi Japanese Cafe, 154 Wellington Parade, East Melbourne, 3002",3.13,2021-04-30,322602.22,5812664.41,2021-08-14,"-37.81619825593664, 144.98458689191224"
1459120,Bollard - Concrete Filled Bollard - White,Outdoor Furniture,Bollard,200401-030,Bollard - Concrete Filled Bollard - White,Infrastructure and Assets,City of Melbourne,"Faraday Street between Drummond Street and Lygon Street approximately 14m SW of Seed, 208-212 Faraday Street, Carlton, 3053",3.11,2021-04-30,321055.63,5814576.26,2021-08-14,"-37.798675362173064, 144.96749848308679"
1460539,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,201101-027,Seat - Stainless Steel Straight Seat,Infrastructure and Assets,City of Melbourne,"Lonsdale Street between Swanston Street and Elizabeth Street approximately 5m SW of Shop 4, 272 Lonsdale Street, Melbourne, 3000",3.4,2021-04-30,320786.96,5813132.33,2021-08-14,"-37.81162887839767, 144.96409145340058"
1461832,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317428.72,5813362.71,2021-08-14,"-37.808888377794005, 144.9260217659578"
1461837,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317400.35,5813365.26,2021-08-14,"-37.80885973588649, 144.92570032451624"
1461847,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317340.26,5813369.86,2021-08-14,"-37.808806282904484, 144.9250192839778"
1461848,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317334.38,5813370.37,2021-08-14,"-37.80880051283608, 144.9249526571291"
1461860,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Footscray Road between Appleton Dock Road and Dock Link Road approximately 62m East of Victorian Ports Corporation (Melbourne), POMC Railway, 457-623 Footscray Road, West Melbourne, 3003",2.76,2021-04-30,317233.14,5813380.47,2021-08-14,"-37.80868927934213, 144.92380583158206"
1461866,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Footscray Road between Appleton Dock Road and Dock Link Road approximately 17m East of Victorian Ports Corporation (Melbourne), POMC Railway, 457-623 Footscray Road, West Melbourne, 3003",2.76,2021-04-30,317187.89,5813385.07,2021-08-14,"-37.80863878692659, 144.92329327195964"
1361603,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Robertson Street between Barnett Street and Collett Street approximately 3m SW of 13 Robertson Street, Kensington, 3031",3.18,2021-04-30,317938.04,5815149.93,2021-08-14,"-37.792892017836955, 144.93225309781852"
1361632,Bollard - Steel Bollard - Standard,Outdoor Furniture,Bollard,200401-062,Bollard - Steel Bollard - Standard,Infrastructure and Assets,City of Melbourne,"Approximately 36m West of City of Melbourne, Pumping Station No.2, 330 Macaulay Road, Kensington, 3031",1.25,2021-04-30,318187.6,5814939.41,2021-08-14,"-37.794837945665684, 144.9350329540564"
1461915,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316787.38,5813427.9,2021-08-14,"-37.808172727777965, 144.91875715114458"
1461917,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316802.59,5813426.24,2021-08-14,"-37.80819073168356, 144.91892940784717"
1461919,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316816.78,5813424.58,2021-08-14,"-37.80820853070044, 144.91909008475395"
1461921,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316830.97,5813423.17,2021-08-14,"-37.80822407769118, 144.91925082496135"
1461925,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316864.08,5813419.46,2021-08-14,"-37.8082641361969, 144.91962577956753"
1378394,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Cardigan Street between Victoria Street and Queensberry Street approximately 4m NW of 16 Cardigan Street, Carlton, 3053",3.14,2021-04-30,320817.83,5813716.37,2021-08-14,"-37.8063742025955, 144.96458641105022"
1461970,Seat - Stainless Steel Bench - Docklands,Outdoor Furniture,Seat,201101-025,Seat - Stainless Steel Bench - Docklands,Infrastructure and Assets,City of Melbourne,"Navigation Drive between Bourke Street and Collins Street approximately 6m SE of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",3.44,2021-04-30,319194.91,5812228.19,2021-08-14,"-37.819458894752984, 144.94579022218363"
1462363,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Batmans Hill Drive between Bourke Street and Collins Street approximately 16m East of The Nixon Hotel, 749 Bourke Street, Docklands, 3008",3.3,2021-04-30,319420.22,5812317.8,2021-08-14,"-37.818696349957456, 144.9483709135562"
1462365,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Batmans Hill Drive between Bourke Street and Collins Street approximately 17m SW of 11 Inch Pizzeria Docklands, Ground, 737 Bourke Street, Docklands, 3008",3.3,2021-04-30,319442.7,5812324.66,2021-08-14,"-37.81863900670722, 144.94862787686358"
1462366,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 5m SW of Melbourne Stadiums Limited, Marvel Stadium, 740 Bourke Street, Docklands, 3008",3.3,2021-04-30,319444.26,5812360.74,2021-08-14,"-37.81831432877161, 144.9486545875358"
1462367,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 4m SW of Melbourne Stadiums Limited, Marvel Stadium, 740 Bourke Street, Docklands, 3008",3.3,2021-04-30,319444.81,5812360.93,2021-08-14,"-37.81831272617011, 144.94866087994302"
1462368,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 4m SE of 746 Bourke Street, Docklands, 3008",2.3,2021-04-30,319406.13,5812345.97,2021-08-14,"-37.8184398240864, 144.94821795293467"
1362038,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Spring Street and Exhibition Street approximately 27m SE of The Butchers Diner And Spring Street Events, Ground, 10 Bourke Street, Melbourne, 3000",3.1,2021-04-30,321550.32,5813158.37,2021-08-14,"-37.811543855146766, 144.97276484601613"
1362039,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Spring Street and Exhibition Street approximately 26m SE of The Butchers Diner And Spring Street Events, Ground, 10 Bourke Street, Melbourne, 3000",3.1,2021-04-30,321549.03,5813158.09,2021-08-14,"-37.811546125100456, 144.97275013072007"
1462382,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Docklands Drive between Waterfront Way and Pearl River Road approximately 6m SW of Shop G23, 432-434 Docklands Drive, Docklands, 3008",3.15,2021-04-30,318564.28,5812796.2,2021-08-14,"-37.81421749146261, 144.93877192427166"
1462459,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 3m NW of TA Salon Pty Ltd, 755 Bourke Street, Docklands, 3008",3.3,2021-04-30,319377.39,5812308.3,2021-08-14,"-37.81877344511131, 144.94788222402028"
1362123,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"Fawkner Park approximately 45m West of 15 Park Lane, South Yarra, 3141",1.25,2021-04-30,322635.12,5809523.95,2021-08-14,"-37.84449256407263, 144.9841906864801"
